"Name","Team","PA","wOBA","wRC+","EV","maxEV","HardHit","HardHit%","GB%","LD%","FB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","O-Contact% (pfx)","Z-Contact% (pfx)","playerid"
"Jerry Kenney","- - -","1594",".292","85","","","","","","","","","","","","","","","","1006840"
"Bill Almon","- - -","3659",".292","82","","","","","","","","","","","","","","","","1000174"
"Jim Jackson","- - -","1425",".292","83","","","","","","","","","","","","","","","","1006300"
"Roberto Perez","Indians","1522",".292","77","89.2","113.4","328","38.8%","51.6%","17.2%","31.1%","34.7%","39.9%","25.4%","19.8%","46.2%","34.0%","51.6%","80.2%","2900"
"Billy Maloney","- - -","2762",".292","84","","","","","","","","","","","","","","","","1008034"
"Domingo Cedeno","- - -","1337",".292","67","","","","","","","","","","","","","","","","1002101"
"Tommy Sheehan","- - -","1169",".292","89","","","","","","","","","","","","","","","","1011847"
"Cookie Rojas","- - -","6871",".292","83","","","","","","","","","","","","","","","","1011152"
"Max Venable","- - -","1561",".292","81","","","","","","","","","","","","","","","","1013401"
"Abraham Almonte","- - -","1151",".292","80","88.5","111.9","213","36.3%","49.6%","20.1%","30.3%","41.6%","34.9%","23.5%","20.1%","50.6%","29.4%","53.9%","84.8%","5486"
"Nick Ahmed","Diamondbacks","2426",".292","76","86.9","108.3","506","29.3%","46.1%","20.5%","33.4%","41.1%","35.5%","23.5%","17.8%","50.3%","31.9%","56.5%","86.4%","12147"
"Fred Manrique","- - -","1459",".292","78","","","","","","","","","","","","","","","","1008076"
"Goldie Rapp","- - -","1170",".292","51","","","","","","","","","","","","","","","","1010699"
"Jose Castillo","- - -","2059",".292","72","","","0","","50.8%","19.9%","29.3%","29.7%","40.2%","30.1%","14.6%","62.2%","23.2%","58.5%","83.4%","1866"
"Willy Taveras","- - -","2644",".292","68","","","0","","52.5%","18.1%","29.4%","32.9%","39.7%","27.4%","26.4%","58.8%","14.8%","77.0%","93.6%","1876"
"Billy Hitchcock","- - -","2502",".292","63","","","","","","","","","","","","","","","","1005860"
"Roy McMillan","- - -","7653",".292","73","","","","","","","","","","","","","","","","1008643"
"Frank Croucher","- - -","1016",".292","57","","","","","","","","","","","","","","","","1002815"
"Cody Asche","- - -","1349",".292","82","86.8","109.0","159","32.1%","39.7%","22.7%","37.6%","45.3%","33.8%","20.9%","18.9%","51.3%","29.8%","51.3%","87.5%","11997"
"Chris Gimenez","- - -","1067",".291","79","87.1","108.0","111","31.1%","44.1%","20.5%","35.4%","45.6%","31.4%","23.0%","17.0%","53.7%","29.4%","58.4%","81.9%","7324"
"Eddie Kasko","- - -","3879",".291","76","","","","","","","","","","","","","","","","1006711"
"Neil Berry","- - -","1230",".291","63","","","","","","","","","","","","","","","","1000909"
"Gary Allenson","- - -","1222",".291","72","","","","","","","","","","","","","","","","1000141"
"Julian Javier","- - -","6179",".291","78","","","","","","","","","","","","","","","","1006371"
"Toby Hall","- - -","2514",".291","74","","","0","","37.7%","19.5%","42.8%","46.2%","26.0%","27.8%","16.6%","63.7%","19.7%","87.4%","86.1%","1210"
"Bubba Phillips","- - -","3564",".291","77","","","","","","","","","","","","","","","","1010284"
"Wendell Magee","- - -","1169",".291","73","","","","","48.1%","20.8%","31.1%","41.9%","32.5%","25.6%","10.4%","69.6%","20.1%","","","477"
"Pokey Reese","- - -","3138",".291","67","","","","","39.7%","25.0%","35.3%","33.5%","32.0%","34.5%","16.6%","65.8%","17.6%","","","1004"
"Carlos Martinez","- - -","1586",".291","78","","","","","","","","","","","","","","","","1008158"
"Freddie Patek","- - -","6247",".291","79","","","","","","","","","","","","","","","","1010052"
"Gene Desautels","- - -","2310",".291","60","","","","","","","","","","","","","","","","1003227"
"Bill Russell","Dodgers","8021",".291","82","","","","","","","","","","","","","","","","1011311"
"Aleck Smith","- - -","1012",".291","69","","","","","","","","","","","","","","","","1012087"
"Freddy Galvis","- - -","3844",".291","79","87.4","111.5","659","27.3%","40.0%","21.6%","38.4%","39.8%","34.3%","25.9%","16.8%","52.8%","30.4%","66.6%","86.7%","6609"
"John Flaherty","- - -","3640",".291","71","","","","","34.0%","19.4%","46.5%","51.7%","25.1%","23.2%","20.1%","58.9%","21.0%","","","1206"
"Charlie Carr","- - -","2093",".291","81","","","","","","","","","","","","","","","","1001985"
"Kevin Jordan","Phillies","1508",".291","67","","","","","","","","","","","","","","","","1006610"
"Frank Bowerman","- - -","3648",".291","78","","","","","","","","","","","","","","","","1001253"
"Jerry Grote","- - -","4844",".291","83","","","","","","","","","","","","","","","","1005092"
"Ramon Santiago","- - -","2794",".291","76","","","0","","47.8%","21.1%","31.1%","43.9%","32.1%","23.9%","20.0%","60.0%","20.0%","74.9%","93.2%","1417"
"Jim Connor","Colts","1180",".291","68","","","","","","","","","","","","","","","","1002528"
"Tom Pagnozzi","Cardinals","3142",".291","77","","","","","","","","","","","","","","","","1009960"
"Luis Sojo","- - -","2773",".291","71","","","","","25.0%","0.0%","75.0%","75.0%","0.0%","25.0%","75.0%","25.0%","0.0%","","","1834"
"Dave Duncan","- - -","3190",".291","85","","","","","","","","","","","","","","","","1003552"
"Doug Clemens","- - -","1057",".291","80","","","","","","","","","","","","","","","","1002335"
"Dave Rosello","- - -","1014",".291","72","","","","","","","","","","","","","","","","1011206"
"Carlos Hernandez","- - -","1337",".291","77","","","","","","","","","","","","","","","","1005696"
"Alex Grammas","- - -","2348",".290","67","","","","","","","","","","","","","","","","1004941"
"Walter Barbare","- - -","1954",".290","69","","","","","","","","","","","","","","","","1000523"
"Oscar Walker","- - -","1165",".290","106","","","","","","","","","","","","","","","","1013530"
"J.P. Arencibia","- - -","1687",".290","78","90.4","112.3","21","42.0%","35.5%","17.5%","46.9%","45.0%","30.5%","24.4%","18.3%","48.7%","33.0%","54.0%","81.4%","697"
"John Russell","- - -","1189",".290","78","","","","","","","","","","","","","","","","1011317"
"Jamie Quirk","- - -","2507",".290","78","","","","","","","","","","","","","","","","1010621"
"Walter Schmidt","- - -","2635",".290","69","","","","","","","","","","","","","","","","1011588"
"Leo Durocher","- - -","5827",".290","65","","","","","","","","","","","","","","","","1003596"
"Coco Laboy","Expos","1374",".290","75","","","","","","","","","","","","","","","","1007231"
"Josh Barfield","- - -","1075",".290","75","","","0","","39.1%","18.8%","42.1%","41.3%","33.1%","25.7%","15.0%","58.6%","26.4%","57.0%","85.1%","3622"
"Julio Cruz","- - -","4438",".290","75","","","","","","","","","","","","","","","","1002842"
"Hobe Ferris","- - -","5111",".290","83","","","","","","","","","","","","","","","","1004013"
"Eric Sogard","- - -","2313",".290","81","85.3","107.5","211","20.1%","38.0%","25.2%","36.8%","36.7%","35.8%","27.5%","19.1%","57.9%","23.0%","77.6%","95.4%","7927"
"Billy Cowan","- - -","1253",".290","82","","","","","","","","","","","","","","","","1002688"
"Larry Stahl","- - -","1889",".290","85","","","","","","","","","","","","","","","","1012383"
"Mike de la Hoz","- - -","1193",".290","81","","","","","","","","","","","","","","","","1003159"
"Charlie James","- - -","1479",".290","71","","","","","","","","","","","","","","","","1006346"
"Eddie Pellagrini","- - -","1587",".290","60","","","","","","","","","","","","","","","","1010133"
"Ken Reitz","- - -","5079",".290","76","","","","","","","","","","","","","","","","1010823"
"Tom Poorman","- - -","2161",".290","91","","","","","","","","","","","","","","","","1010438"
"Denny Sullivan","- - -","1041",".290","87","","","","","","","","","","","","","","","","1012689"
"Terry Francona","- - -","1827",".290","79","","","","","","","","","","","","","","","","1004292"
"Don Hahn","- - -","1149",".290","79","","","","","","","","","","","","","","","","1005202"
"Scot Thompson","- - -","1391",".290","74","","","","","","","","","","","","","","","","1013025"
"Damon Berryhill","- - -","2208",".290","74","","","","","","","","","","","","","","","","1000904"
"Chris Woodward","- - -","1896",".290","70","","","0","","36.3%","23.0%","40.7%","43.7%","29.0%","27.3%","15.2%","62.1%","22.8%","64.6%","84.4%","1329"
"Tony Muser","- - -","1389",".290","81","","","","","","","","","","","","","","","","1009403"
"Ed Crane","- - -","1497",".290","89","","","","","","","","","","","","","","","","1002731"
"Dave Roberts","- - -","2191",".290","81","","","","","","","","","","","","","","","","1011032"
"Nick Green","- - -","1220",".290","72","","","0","","38.5%","20.3%","41.2%","38.9%","32.8%","28.2%","16.7%","58.8%","24.5%","61.4%","81.8%","1502"
"Jack Brohamer","- - -","2794",".289","77","","","","","","","","","","","","","","","","1001465"
"Alex Trevino","- - -","2701",".289","80","","","","","","","","","","","","","","","","1013180"
"Matt Kilroy","- - -","1189",".289","80","","","","","","","","","","","","","","","","1006910"
"Pat Moran","- - -","2864",".289","79","","","","","","","","","","","","","","","","1009152"
"Bob Swift","- - -","3136",".289","64","","","","","","","","","","","","","","","","1012789"
"Chico Salmon","- - -","1802",".289","84","","","","","","","","","","","","","","","","1011386"
"Cliff Pennington","- - -","3142",".289","79","86.0","104.5","111","24.7%","39.1%","22.1%","38.8%","41.1%","32.5%","26.4%","18.5%","59.9%","21.6%","69.3%","87.9%","3395"
"Bob Bailor","- - -","3206",".289","75","","","","","","","","","","","","","","","","1000433"
"David Hulse","- - -","1370",".289","69","","","","","","","","","","","","","","","","1006176"
"Bob Usher","- - -","1218",".289","67","","","","","","","","","","","","","","","","1013303"
"Jim Gosger","- - -","2066",".289","80","","","","","","","","","","","","","","","","1004892"
"Carroll Hardy","- - -","1260",".289","73","","","","","","","","","","","","","","","","1005349"
"Joey Gathright","- - -","1329",".289","70","","","0","","68.4%","16.3%","15.3%","23.3%","40.7%","36.0%","23.5%","61.7%","14.8%","75.2%","90.9%","3913"
"Milt Cuyler","- - -","1567",".289","73","","","","","","","","","","","","","","","","1002915"
"Steve Lyons","- - -","2388",".289","76","","","","","","","","","","","","","","","","1007886"
"Bud Harrelson","- - -","5516",".289","80","","","","","","","","","","","","","","","","1005387"
"Phil Gagliano","- - -","1605",".289","79","","","","","","","","","","","","","","","","1004425"
"Randy Hundley","- - -","3798",".289","75","","","","","","","","","","","","","","","","1006189"
"Pat Listach","- - -","1991",".289","71","","","","","","","","","","","","","","","","1007655"
"Jesus Flores","Nationals","1014",".289","73","","","0","","40.3%","21.2%","38.5%","48.0%","32.5%","19.4%","22.4%","53.1%","24.5%","55.0%","84.1%","4166"
"Mike Slattery","- - -","1549",".289","84","","","","","","","","","","","","","","","","1012056"
"Gary Woods","- - -","1138",".289","75","","","","","","","","","","","","","","","","1014237"
"Bob Randall","Twins","1491",".289","76","","","","","","","","","","","","","","","","1010689"
"Emilio Bonifacio","- - -","2897",".289","76","85.4","104.5","22","19.1%","53.6%","20.8%","25.6%","31.6%","35.4%","33.0%","21.4%","57.9%","20.8%","65.0%","88.4%","4054"
"Bob Aspromonte","- - -","4799",".289","84","","","","","","","","","","","","","","","","1000341"
"Jarrod Dyson","- - -","2684",".289","78","83.8","108.5","260","20.3%","53.7%","18.8%","27.4%","37.3%","36.7%","26.0%","24.4%","54.6%","20.9%","67.8%","90.2%","4866"
"Rodney Scott","- - -","2487",".289","77","","","","","","","","","","","","","","","","1011693"
"Clarence Mitchell","- - -","1393",".289","61","","","","","","","","","","","","","","","","1008998"
"Joe Hornung","- - -","4918",".289","92","","","","","","","","","","","","","","","","1006031"
"Steve Dillard","- - -","1115",".289","71","","","","","","","","","","","","","","","","1003300"
"Scott Kingery","Phillies","1108",".289","76","87.2","111.4","248","34.3%","34.9%","24.4%","40.7%","42.5%","35.1%","22.4%","18.6%","45.7%","35.6%","53.9%","78.6%","17975"
"Eric Young Jr.","- - -","1926",".289","74","85.5","110.6","64","27.4%","55.8%","19.3%","25.0%","36.7%","37.0%","26.3%","23.9%","54.1%","22.0%","59.4%","86.1%","7158"
"Einar Diaz","- - -","2257",".288","67","","","","","45.0%","22.3%","32.7%","56.6%","24.0%","19.4%","18.8%","61.7%","19.5%","","","378"
"Dalton Jones","- - -","2556",".288","77","","","","","","","","","","","","","","","","1006546"
"Arthur Irwin","- - -","4190",".288","89","","","","","","","","","","","","","","","","1006276"
"Adam Rosales","- - -","1807",".288","77","88.1","109.7","147","34.5%","39.9%","20.4%","39.8%","43.6%","33.8%","22.7%","17.8%","55.0%","27.2%","51.6%","82.7%","9682"
"Mark Lemke","- - -","3664",".288","71","","","","","","","","","","","","","","","","1007516"
"Joe Azcue","- - -","3095",".288","82","","","","","","","","","","","","","","","","1000391"
"Tuck Stainback","- - -","2383",".288","66","","","","","","","","","","","","","","","","1012386"
"Mark Johnson","- - -","1102",".288","67","","","0","","40.6%","20.1%","39.4%","46.4%","28.5%","25.1%","15.0%","68.5%","16.5%","66.7%","81.8%","240"
"Lynn Jones","- - -","1048",".288","75","","","","","","","","","","","","","","","","1006573"
"Joe Sommer","- - -","3933",".288","92","","","","","","","","","","","","","","","","1012275"
"Scott Hastings","- - -","1360",".288","96","","","","","","","","","","","","","","","","1005484"
"Everth Cabrera","- - -","2068",".288","83","88.4","105.9","20","26.0%","62.1%","19.2%","18.7%","32.2%","38.3%","29.5%","18.9%","60.0%","21.1%","63.8%","89.1%","8155"
"Joe McEwing","- - -","1964",".288","69","","","","","41.5%","21.4%","37.1%","44.2%","27.8%","28.0%","16.8%","65.7%","17.5%","","","887"
"Mike Zunino","- - -","2460",".288","83","89.3","116.1","403","40.8%","34.9%","18.0%","47.1%","49.4%","30.9%","19.8%","17.6%","47.7%","34.7%","40.9%","75.8%","13265"
"Barry Foote","- - -","2300",".288","71","","","","","","","","","","","","","","","","1004210"
"Kurt Bevacqua","- - -","2398",".288","78","","","","","","","","","","","","","","","","1000935"
"Reno Bertoia","- - -","1957",".288","71","","","","","","","","","","","","","","","","1000917"
"Jace Peterson","- - -","1693",".288","77","87.5","110.0","330","30.0%","51.2%","19.2%","29.5%","38.6%","34.0%","27.4%","18.6%","53.9%","27.5%","56.4%","86.3%","12325"
"Mike Guerra","- - -","1750",".288","64","","","","","","","","","","","","","","","","1005119"
"Lou Criger","- - -","3619",".288","75","","","","","","","","","","","","","","","","1002767"
"Billy Smith","- - -","1147",".288","80","","","","","","","","","","","","","","","","1012097"
"Scott Bradley","- - -","1801",".288","73","","","","","","","","","","","","","","","","1001315"
"Chico Walker","- - -","1351",".288","74","","","","","","","","","","","","","","","","1013509"
"George Wright","- - -","2325",".288","76","","","","","","","","","","","","","","","","1014279"
"Sam Dente","- - -","2535",".288","61","","","","","","","","","","","","","","","","1003214"
"Tommy Helms","- - -","5333",".288","78","","","","","","","","","","","","","","","","1005616"
"Junior Kennedy","- - -","1192",".288","75","","","","","","","","","","","","","","","","1006845"
"Jonathan Herrera","- - -","1345",".288","65","83.7","103.0","15","14.0%","48.5%","21.5%","30.0%","33.7%","37.9%","28.5%","22.6%","59.4%","18.1%","73.7%","93.2%","4182"
"Yolmer Sanchez","White Sox","2459",".288","80","86.3","110.3","432","25.7%","46.6%","22.1%","31.3%","34.0%","35.4%","30.6%","19.2%","55.2%","25.6%","64.2%","86.7%","11602"
"Kevin Plawecki","- - -","1067",".288","80","87.0","112.8","232","31.7%","47.0%","18.8%","34.1%","42.4%","35.0%","22.6%","20.9%","49.7%","29.4%","54.4%","88.5%","13807"
"Casey Candaele","- - -","2132",".288","78","","","","","","","","","","","","","","","","1001908"
"Andujar Cedeno","- - -","2238",".288","75","","","","","","","","","","","","","","","","1002099"
"Will Middlebrooks","- - -","1234",".288","76","88.7","113.3","90","38.0%","40.9%","21.7%","37.4%","39.1%","34.4%","26.4%","16.1%","47.6%","36.2%","49.4%","83.9%","7002"
